name,author,type,url,previewURL,price,timeHours,timeMinutes,productImage
My best games in the Spanish Vol. 2,Alexei Shirov,FritzTrainer,https://shop.chessbase.com/en/products/my_best_games_in_the_spanish_vol_2,,29.74,,,https://shop.chessbase.com/en/pics/bp_4167
My best games in the Grünfeld,Alexei Shirov,FritzTrainer,https://shop.chessbase.com/en/products/my_best_games_in_the_gruenfeld,,29.74,,,https://shop.chessbase.com/en/pics/bp_4168
King’s Indian Attack,Nigel Davies,FritzTrainer,https://shop.chessbase.com/en/products/kings_indian_attack,,26.76,,,https://shop.chessbase.com/en/pics/bp_4175
London System,Nigel Davies,FritzTrainer,https://shop.chessbase.com/en/products/london_system,,26.76,,,https://shop.chessbase.com/en/pics/bp_4192
The Colle System,Nigel Davies,FritzTrainer,https://shop.chessbase.com/en/products/the_colle_system,//youtube.com/embed/s-pu0f9WwGA,26.76,,,https://shop.chessbase.com/en/pics/bp_4194
My best games in the Sveshnikov,Alexei Shirov,FritzTrainer,https://shop.chessbase.com/en/products/my_best_games_in_the_sveshnikov,,29.74,4,,https://shop.chessbase.com/en/pics/bp_4172
Torre Attack,Nigel Davies,FritzTrainer,https://shop.chessbase.com/en/products/torre_attack,,26.76,,,https://shop.chessbase.com/en/pics/bp_4197
The ABC of the Modern Benoni,Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/the_abc_of_the_modern_benoni,,26.76,,60,https://shop.chessbase.com/en/pics/bp_4193
The Nimzoindian Defence - The easy way,Jacob Aagaard,FritzTrainer,https://shop.chessbase.com/en/products/the_nimzoindian_defence-the_easy_way,,24.78,,4,https://shop.chessbase.com/en/pics/bp_4048
The ABC of the Caro-Kann,Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/the_abc_of_the_caro_kann,,26.76,,13,https://shop.chessbase.com/en/pics/bp_4111
Queen‘s Indian Defence - The easy way,Jacob Aagaard,FritzTrainer,https://shop.chessbase.com/en/products/queenss_indian_defence-the_easy_way,,,,49,https://shop.chessbase.com/en/pics/bp_4108
The Sveshnikov Variation of the Sicilian,Loek van Wely,FritzTrainer,https://shop.chessbase.com/en/products/the_sveshnikov_variation_of_the_sicilian,,29.74,,43,https://shop.chessbase.com/en/pics/bp_4119
The Exciting Budapest Gambit,Simon Williams,FritzTrainer,https://shop.chessbase.com/en/products/williams_the_budapest_gambit,//youtube.com/embed/3c4vnpCvESg,29.65,6,16,https://shop.chessbase.com/en/pics/bp_8483
The English Opening - Tactic and Strategy Toolbox,Mihail Marin,FritzTrainer,https://shop.chessbase.com/en/products/marin_english_tactic_strategy_toolbox,//youtube.com/embed/aoTFxki-yms,29.65,5,30,https://shop.chessbase.com/en/pics/bp_8517
"Winning with the King's Indian Attack, King's Indian: A modern approach + Kings Indian Powerbook & Powerbase",Victor Bologan,FritzTrainer,https://shop.chessbase.com/en/products/bologan_the_kings_indian_bundle,//youtube.com/embed/8PK1we83Ehk,69.31,7,27,https://shop.chessbase.com/en/pics/bp_8503
"Marin's English Love -Vol. 1, Vol2 and Tactic and Strategy Toolbox",Mihail Marin,FritzTrainer,https://shop.chessbase.com/en/products/marin_english_vol1_vol2_strategy_toolbox,//youtube.com/embed/oq5CyU0pQ0w,79.23,5,13,https://shop.chessbase.com/Content/Layout2018/new_product_en.png
Navigating the Ruy Lopez Vol.1,Fabiano Caruana,FritzTrainer,https://shop.chessbase.com/en/products/fabiano_caruana_navigating_the_ruy_lopez_vol1,//youtube.com/embed/Y_EnobzrRqI,29.65,5,,https://shop.chessbase.com/en/pics/bp_8396
Navigating the Ruy Lopez Vol.2,Fabiano Caruana,FritzTrainer,https://shop.chessbase.com/en/products/fabiano_caruana_navigating_the_ruy_lopez_vol2,//youtube.com/embed/Y_EnobzrRqI,29.65,5,52,https://shop.chessbase.com/en/pics/bp_8397
Navigating the Ruy Lopez Vol.3,Fabiano Caruana,FritzTrainer,https://shop.chessbase.com/en/products/fabiano_caruana_navigating_the_ruy_lopez_vol3,//youtube.com/embed/Y_EnobzrRqI,29.65,5,26,https://shop.chessbase.com/en/pics/bp_8398
Navigating the Ruy Lopez Vol.1-3,Fabiano Caruana,FritzTrainer,https://shop.chessbase.com/en/products/fabiano_caruana_navigating_the_ruy_lopez_vol1-3,//youtube.com/embed/Y_EnobzrRqI,79.23,16,20,https://shop.chessbase.com/en/pics/bp_8399
How to play the Najdorf Vol. 2,Garry Kasparov,FritzTrainer,https://shop.chessbase.com/en/products/how_to_play_the_najdorf_vol_2,,29.74,,,https://shop.chessbase.com/en/pics/bp_4091
The ABC of the Ruy Lopez – 2nd Edition,Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/the_abc_of_the_ruy_lopez-2nd_edition,,27.27,,32,https://shop.chessbase.com/en/pics/bp_4245
Arkhangelsk,Adrian Mikhalchishin,FritzTrainer,https://shop.chessbase.com/en/products/arkhangelsk,,29.65,,,https://shop.chessbase.com/en/pics/bp_4265
Black Repertoire against 1.e4 Vol. 1 and 2: Marshall Attack and Open Games,Jan Gustafsson,FritzTrainer,https://shop.chessbase.com/en/products/gustafsson_package_vol1and2,,59.40,,45,https://shop.chessbase.com/en/pics/bp_5859
"Enter 1.f4, Bird's Opening!",Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/enter1f4_birds_opening,//youtube.com/embed/hhO1Ni_a9Rk,27.67,3,60,https://shop.chessbase.com/en/pics/bp_5813
Tricks & Traps Vol. 3 - In the Flank Openings,Nigel Davies,FritzTrainer,https://shop.chessbase.com/en/products/davies_tricksand_traps_vol3,//youtube.com/embed/f9-6dwhRIts,29.65,,,https://shop.chessbase.com/en/pics/bp_6038
First Steps in Opening Play,Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/martin_first_steps_in_opening_play,//youtube.com/embed/lFPBw5C_cIk,19.73,3,60,https://shop.chessbase.com/en/pics/bp_6162
Beating the Berlin Defence,Alexei Shirov,FritzTrainer,https://shop.chessbase.com/en/products/shirov_beating_the_berlin_defence,//youtube.com/embed/6fa-VLbFcz4,29.65,3,49,https://shop.chessbase.com/en/pics/bp_6222
Know the Terrain Vol. 4: The advance French structure,Sam Collins,FritzTrainer,https://shop.chessbase.com/en/products/collins_know_the_terrain_vol_4_french_advance_structure,//youtube.com/embed/Xe1Zm0lwIqo,27.67,,36,https://shop.chessbase.com/en/pics/bp_6555
Attacking with the Benko Gambit,Alejandro Ramirez,FritzTrainer,https://shop.chessbase.com/en/products/ramirez_attacking_with_the_benko_gambit,//youtube.com/embed/FOz6W37ot98,27.67,3,44,https://shop.chessbase.com/en/pics/bp_6516
Know the Terrain Vol. 5: The Philidor Structure,Sam Collins,FritzTrainer,https://shop.chessbase.com/en/products/collins_know_the_terrain_vol_5_philidor_structure,//youtube.com/embed/1FoQ81izJIU,27.67,,31,https://shop.chessbase.com/en/pics/bp_6563
The Chebanenko - still improved,Victor Bologan,FritzTrainer,https://shop.chessbase.com/en/products/bologan_the_chebanenco_still_improved,,29.65,4,40,https://shop.chessbase.com/en/pics/bp_6374
The English Hedgehog Defence,Lubomir Ftacnik,FritzTrainer,https://shop.chessbase.com/en/products/ftacnik_the_english_hedgehog,//youtube.com/embed/Jmt3n8aSj5w,27.67,3,50,https://shop.chessbase.com/en/pics/bp_6594
Power Play 19: Attack with 1.e4 - Part 2,Daniel King,FritzTrainer,https://shop.chessbase.com/en/products/king_powerplay19_attack_with_e4_vol_2,//youtube.com/embed/7GnO_Qrtxts,29.65,5,24,https://shop.chessbase.com/en/pics/bp_6574
Meet the Nimzo-Indian with 4.Qc2,Rustam Kasimdzhanov,FritzTrainer,https://shop.chessbase.com/en/products/kasimdzhanov_meet_the_nimzo-indian_with_4qc2,//youtube.com/embed/7xCZxIxXWzo,29.65,3,28,https://shop.chessbase.com/en/pics/bp_6405
The French Defence. 3.Nd2: a complete repertoire for White,Sergei Tiviakov,FritzTrainer,https://shop.chessbase.com/en/products/tiviakov_french_with_nd2,//youtube.com/embed/-kay3j6P-Mc,27.67,5,,https://shop.chessbase.com/en/pics/bp_6606
Never too late for the Nimzo-Indian + Nimzo Powerbook 2018,Victor Bologan,FritzTrainer,https://shop.chessbase.com/en/products/never_too_late_for_nimzo_and_nimzo_powerbook_2018,//youtube.com/embed/aDmFKs3loas,34.61,4,14,https://shop.chessbase.com/en/pics/bp_8210
The ABC of the Bogo Indian,Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/martin_the_abc_of_bogo_indian,//youtube.com/embed/ctFvLCuz4ag,27.67,,40,https://shop.chessbase.com/en/pics/bp_6583
The Giuoco Piano,Lorin D'Costa,FritzTrainer,https://shop.chessbase.com/en/products/dcosta_murphy_the_giuoco_piano,//youtube.com/embed/0DL4kfcbtPU,27.67,5,42,https://shop.chessbase.com/en/pics/bp_6610
Attacking with the Italian Game and the Ruy Lopez,Sergei Tiviakov,FritzTrainer,https://shop.chessbase.com/en/products/tiviakov_attacking_with_italian_and_ruy_lopez,//youtube.com/embed/lvzYtnqcsas,27.67,,,https://shop.chessbase.com/en/pics/bp_6611
1.e4 e5 - An active Repertoire for Black,Adrian Mikhalchishin,FritzTrainer,https://shop.chessbase.com/en/products/mikhalchishin_1e4_e5_an_active_repertoire_for_black,//youtube.com/embed/IgbsW5YR54E,29.65,,48,https://shop.chessbase.com/en/pics/bp_6320
"Play it safe, play the Petroff",Leonid Kritz,FritzTrainer,https://shop.chessbase.com/en/products/kritz_play_it_safe_play_the_petroff,//youtube.com/embed/ynBvwdhSABM,29.65,4,37,https://shop.chessbase.com/en/pics/bp_6367
First Steps in Gambits and Sacrifices,Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/martin_first_steps_in_gambits_and_sacrifices,//youtube.com/embed/ImuZeOJrz6E,27.67,3,21,https://shop.chessbase.com/en/pics/bp_6426
Winning with the Ruy Lopez Vol. 1: Berlin Wall and others,Victor Bologan,FritzTrainer,https://shop.chessbase.com/en/products/bologan_winning_with_the_ruy_lopez_vol_1,//youtube.com/embed/hbjGxJGyFB8,29.65,4,42,https://shop.chessbase.com/en/pics/bp_6264
"Winning with the Ruy Lopez Vol. 2: Steinitz, Anti-Marshall, Open & Co.",Victor Bologan,FritzTrainer,https://shop.chessbase.com/en/products/bologan_winning_with_the_ruy_lopez_vol_2,//youtube.com/embed/TBU2q7jVyzU,29.65,5,20,https://shop.chessbase.com/en/pics/bp_6266
Attacking with the Pirc,Dejan Bojkov,FritzTrainer,https://shop.chessbase.com/en/products/bojkov_attacking_with_the_pirc,//youtube.com/embed/H1Wqz_jnXZw,27.67,4,29,https://shop.chessbase.com/en/pics/bp_6522
Winning with the Ruy Lopez Vol. 3: Main Variations,Victor Bologan,FritzTrainer,https://shop.chessbase.com/en/products/bologan_winning_with_the_ruy_lopez_vol_3,//youtube.com/embed/PNaZqNpWlqs,29.65,5,,https://shop.chessbase.com/en/pics/bp_6275
The English Defence,Dejan Bojkov,FritzTrainer,https://shop.chessbase.com/en/products/bojkov_the_english_defence,//youtube.com/embed/sv168vdJ948,27.67,5,9,https://shop.chessbase.com/en/pics/bp_6529
Power Play 18: The Sicilian Najdorf – a repertoire for Black,Daniel King,FritzTrainer,https://shop.chessbase.com/en/products/king_power_play_18_the_sicilian_najdorf,//youtube.com/embed/Yhgw6IGJoqM,29.65,,,https://shop.chessbase.com/en/pics/bp_6519
Never too late for the Nimzo-Indian,Victor Bologan,FritzTrainer,https://shop.chessbase.com/en/products/bologan_never_too_late_for_the_nimzo_indian,//youtube.com/embed/aDmFKs3loas,29.65,4,14,https://shop.chessbase.com/en/pics/bp_6328
English 1.c4 c5 for Black,Victor Bologan,FritzTrainer,https://shop.chessbase.com/en/products/bologan_english_1c4_c5_for_black,//youtube.com/embed/H9yh9ya-wMI,29.65,3,41,https://shop.chessbase.com/en/pics/bp_6365
The Catalan: A complete repertoire for White!,Victor Bologan,FritzTrainer,https://shop.chessbase.com/en/products/bologan_catalan,//youtube.com/embed/ITF6FJdSPSw,29.65,5,29,https://shop.chessbase.com/en/pics/bp_5957
1.Nf3 - a variable Repertoire for White,Lubomir Ftacnik,FritzTrainer,https://shop.chessbase.com/en/products/ftacnik_1_nf3_a_variable_repertoire_for_white,//youtube.com/embed/BcxiJE6bfTE,27.67,4,33,https://shop.chessbase.com/en/pics/bp_6226
Secret weapon four knights game,Valeri Lilov,FritzTrainer,https://shop.chessbase.com/en/products/lilov_secret_weapon_4_knights_game,//youtube.com/embed/6V0laSLazO8,27.67,4,14,https://shop.chessbase.com/en/pics/bp_6556
Beating the Sicilian: Grandmaster Bologan's Repertoire Vol.1,Victor Bologan,FritzTrainer,https://shop.chessbase.com/en/products/bologan_sicilian,//youtube.com/embed/6GLf3L8v-yE,29.65,6,60,https://shop.chessbase.com/en/pics/bp_5998
Beating the Sicilian: Grandmaster Bologan's Repertoire Vol.2,Victor Bologan,FritzTrainer,https://shop.chessbase.com/en/products/bologan_sicilian2,//youtube.com/embed/BVyapie6Qo4,29.65,5,40,https://shop.chessbase.com/en/pics/bp_6032
The ABC of the Classical Dutch,Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/martin_the_classical_dutch,//youtube.com/embed/18nRfHQi5PU,27.67,3,45,https://shop.chessbase.com/en/pics/bp_6228
Tactics - from Basics to Brilliance Vol. 4,Valeri Lilov,FritzTrainer,https://shop.chessbase.com/en/products/lilov_tactics_from_basics_to_brilliance_vol4,//youtube.com/embed/Tw01bsNtqIE,27.67,4,12,https://shop.chessbase.com/en/pics/bp_6585
Beating the Sicilian: Grandmaster Bologan's Repertoire Vol.3,Victor Bologan,FritzTrainer,https://shop.chessbase.com/en/products/bologan_sicilian3,//youtube.com/embed/pdS5JIonObo,29.65,5,,https://shop.chessbase.com/en/pics/bp_6041
Power Play 17 - Attack with 1.e4,Daniel King,FritzTrainer,https://shop.chessbase.com/en/products/king_power_play_17_attack_with_1e4,//youtube.com/embed/kWfGE0UIqJU,29.74,,,https://shop.chessbase.com/en/pics/bp_6272
The Queen’s Gambit Accepted: A Repertoire for Black,Sam Collins,FritzTrainer,https://shop.chessbase.com/en/products/collins_the_queens_gambit_accepted,//youtube.com/embed/ygCmq0WveYo,27.67,3,30,https://shop.chessbase.com/en/pics/bp_6303
Learn from the Open Games,Sam Collins,FritzTrainer,https://shop.chessbase.com/en/products/collins_learn_from_the_open_games,//youtube.com/embed/GxW7JeIezuw,27.67,4,,https://shop.chessbase.com/en/pics/bp_6305
The Vienna with 3.f4,Nigel Davies,FritzTrainer,https://shop.chessbase.com/en/products/davies_vienna,//youtube.com/embed/iwme2EmQPrc,27.67,,,https://shop.chessbase.com/en/pics/bp_6039
Fit for the French + French Defence Powerbook 2018,Victor Bologan,FritzTrainer,https://shop.chessbase.com/en/products/fit_for_the_french_and_french_powerbook_2018,//youtube.com/embed/RJaK2DEhF74	,34.61,,20,https://shop.chessbase.com/en/pics/bp_8176
A World Champion's Guide to the King's Indian (2nd Edition),Rustam Kasimdzhanov,FritzTrainer,https://shop.chessbase.com/en/products/a_world_champions_guide_to_the_kings_indian_2nd_edition,"//youtube.com/embed/aQQnlKUD8H8,//youtube.com/embed/i8YZS_Pgy2E",32.63,7,,https://shop.chessbase.com/en/pics/bp_5827
Know the Terrain Vol. 2: The Capablanca Structure,Sam Collins,FritzTrainer,https://shop.chessbase.com/en/products/collins_capablanca_e,//www.youtube.com/embed/LLC1QJBPQf0,27.67,4,30,https://shop.chessbase.com/en/pics/bp_6007
Scandinavian with 3…Qd6,Sergei Tiviakov,FritzTrainer,https://shop.chessbase.com/en/products/tiviakov_scandinavian_with_3_qd6,//youtube.com/embed/6XY5BTbdlaE,29.65,,16,https://shop.chessbase.com/en/pics/bp_6128
No fear of 1.d4! Vol. 1 - Catalan and Queen's Indian,Sergei Tiviakov,FritzTrainer,https://shop.chessbase.com/en/products/tiviakov_no_fear_of_1d4_vol1,//youtube.com/embed/TNr_vIF0b_I,29.65,,43,https://shop.chessbase.com/en/pics/bp_6160
No fear of 1.d4! Vol. 2 - Nimzo-Indian,Sergei Tiviakov,FritzTrainer,https://shop.chessbase.com/en/products/tiviakov_no_fear_of_1d4_vol_2,//youtube.com/embed/gK2FnwaQWSI,29.65,,36,https://shop.chessbase.com/en/pics/bp_6182
Modern Benoni for Advanced Players,Ari Ziegler,FritzTrainer,https://shop.chessbase.com/en/products/ziegler_modern_benoni_for_advanced_players,//youtube.com/embed/I_nju10P4Kg,27.67,4,57,https://shop.chessbase.com/en/pics/bp_6184
Try the Sicilian Kalashnikov!,Dejan Bojkov,FritzTrainer,https://shop.chessbase.com/en/products/bojkov_sicilian_kalashnikov,//youtube.com/embed/oFN4zAN2QFE,29.65,6,,https://shop.chessbase.com/en/pics/bp_6191
Flank Attacks,Valeri Lilov,FritzTrainer,https://shop.chessbase.com/en/products/lilov_flank_attacks,//youtube.com/embed/gzaGR_Ia2Fs,27.67,4,,https://shop.chessbase.com/en/pics/bp_6520
The Nimzowitsch-Larsen Attack,Nigel Davies,FritzTrainer,https://shop.chessbase.com/en/products/davies_the_nimzowitsch_larsen_attack,//youtube.com/embed/S3fo27qN0r8,27.67,4,40,https://shop.chessbase.com/en/pics/bp_6215
The ABC of the Benko Gambit 2nd Edition,Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/the_benko_gambit_2nd_edition,//youtube.com/embed/CCEmv0PGTJ4,29.65,6,60,https://shop.chessbase.com/en/pics/bp_5838
The Fighting Philidor,Victor Bologan,FritzTrainer,https://shop.chessbase.com/en/products/the_fighting_philidor,,27.27,5,,https://shop.chessbase.com/en/pics/bp_5750
The Sicilian Rossolimo for White,Victor Bologan,FritzTrainer,https://shop.chessbase.com/en/products/the_sicilian_rossolimo_for_white,,27.27,5,,https://shop.chessbase.com/en/pics/bp_5751
A modern way to play the King's Indian,Dejan Bojkov,FritzTrainer,https://shop.chessbase.com/en/products/bojkov_modern_way_to_play_the_kings_indian,//www.youtube.com/embed/jDtAZPfMXbs,29.65,5,,https://shop.chessbase.com/en/pics/bp_5918
The ABC of the Modern Slav 2nd Edition,Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/martin_modern_slav2nd,//youtube.com/embed/fsVXii1payY,29.65,5,60,https://shop.chessbase.com/en/pics/bp_5865
Open Ruy Lopez,Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/open_ruy_lopez,//www.youtube.com/embed/QWEcjsnw6MQ,29.65,,40,https://shop.chessbase.com/en/pics/bp_5886
The Queen's Gambit Declined,Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/queens_gambit_declined,//www.youtube.com/embed/krmoM2mzZ5g,29.65,4,23,https://shop.chessbase.com/en/pics/bp_5919
Opening Repertoire for the Positional Player,Valeri Lilov,FritzTrainer,https://shop.chessbase.com/en/products/lilov_opening_repertoire_for_the_positional_player,//youtube.com/embed/mwoEncxCbv0,27.67,,00,https://shop.chessbase.com/en/pics/bp_6316
The Queen's Gambit Declined + Queen's Gambit Declined Powerbook 2018,Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/queens_gambit_declined_and_queens_gambit_declined_powerbook_2018,//www.youtube.com/embed/krmoM2mzZ5g,34.61,4,23,https://shop.chessbase.com/en/pics/bp_8212
The ABC of Alekhine - 2nd Edition,Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/alekhine_abc2nd_edition,//youtube.com/embed/rmbhTbEDMTk,27.67,,30,https://shop.chessbase.com/en/pics/bp_5969
Fit for the French,Victor Bologan,FritzTrainer,https://shop.chessbase.com/en/products/fit_for_the_french,,29.65,,20,https://shop.chessbase.com/en/pics/bp_5785
Spanish Exchange Variation,Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/spanish_exchange_variation,,27.27,4,60,https://shop.chessbase.com/en/pics/bp_5740
Tricks & Traps Vol. 1 - 1.e4 Openings,Nigel Davies,FritzTrainer,https://shop.chessbase.com/en/products/tricks_n_traps_vol_1-1e4_openings,//youtube.com/embed/-MwrhOHHFuA,29.65,,49,https://shop.chessbase.com/en/pics/bp_5768
The Slav and Semi-Slav revisited,Alexei Shirov,FritzTrainer,https://shop.chessbase.com/en/products/the_slav_and_semi-slav_revisited,,32.63,8,,https://shop.chessbase.com/en/pics/bp_5748
Bamboozle your opponents with 1.g3,Nigel Davies,FritzTrainer,https://shop.chessbase.com/en/products/bamboozle_your_opponents_with1g3,,29.65,,,https://shop.chessbase.com/en/pics/bp_5784
The Advance Caro–Kann 2nd edition,Alexei Shirov,FritzTrainer,https://shop.chessbase.com/en/products/the_advance_caro-kann_2nd_edition,//youtube.com/embed/HzDTjTs3u9s,32.63,,,https://shop.chessbase.com/en/pics/bp_5758
Guide to the Tkachiev Ruy Lopez,Alexei Shirov,FritzTrainer,https://shop.chessbase.com/en/products/guide_to_the_tkachiev_ruy_lopez,//youtube.com/embed/VLywlu2IoDs,32.63,6,,https://shop.chessbase.com/en/pics/bp_5759
Tricks & Traps Vol. 2 - 1.d4 Openings,Nigel Davies,FritzTrainer,https://shop.chessbase.com/en/products/tricks_n_traps_vol_2-1d4_openings,,29.65,,,https://shop.chessbase.com/en/pics/bp_5826
Attack with the Modern Italian,Nigel Davies,FritzTrainer,https://shop.chessbase.com/en/products/attack_with_the_modern_italian,,29.65,,,https://shop.chessbase.com/en/pics/bp_5828
Gambit Opening Repertoire,Valeri Lilov,FritzTrainer,https://shop.chessbase.com/en/products/lilov_gambit_opening_repertoire,//youtube.com/embed/vVs1mJ9StnU,27.67,4,,https://shop.chessbase.com/en/pics/bp_6164
The Dutch Stonewall,Valeri Lilov,FritzTrainer,https://shop.chessbase.com/en/products/lilov_the_dutch_stonewall,//youtube.com/embed/p8_eLNOoeS8,27.67,4,38,https://shop.chessbase.com/en/pics/bp_6166
The Smith-Morra Gambit,Lawrence Trent,FritzTrainer,https://shop.chessbase.com/en/products/the_smith-morra_gambit,,27.67,,25,https://shop.chessbase.com/en/pics/bp_5764
Build a 1.d4 Repertoire,Nigel Davies,FritzTrainer,https://shop.chessbase.com/en/products/build_a_1d4_repertoire,,27.27,,,https://shop.chessbase.com/en/pics/bp_4298
French Defence Strategy,Nigel Davies,FritzTrainer,https://shop.chessbase.com/en/products/french_defence_strategy,,29.65,,,https://shop.chessbase.com/en/pics/bp_4300
1.e4 Repertoire,Sam Collins,FritzTrainer,https://shop.chessbase.com/en/products/1e4_repertoire,,27.27,,,https://shop.chessbase.com/en/pics/bp_4284
The Trompowsky - The easy way - 2nd Edition,Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/the_trompowsky-the_easy_way-2nd_edition,,27.27,4,60,https://shop.chessbase.com/en/pics/bp_4288
The Caro-Kann,Victor Bologan,FritzTrainer,https://shop.chessbase.com/en/products/the_caro-kann,,27.27,4,40,https://shop.chessbase.com/en/pics/bp_4254
Black Repertoire against 1.e4 Vol. 1: The Marshall Attack,Jan Gustafsson,FritzTrainer,https://shop.chessbase.com/en/products/gustafsson_the_marshall_attack1,"//youtube.com/embed/aRb0wv-sD8M,//youtube.com/embed/mAKrcAgohkA",32.63,,45,https://shop.chessbase.com/en/pics/bp_5810
O’Kelly Sicilian,Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/okelly_sicilian,,27.27,4,60,https://shop.chessbase.com/en/pics/bp_5744
Two Knight‘s Defence,Lawrence Trent,FritzTrainer,https://shop.chessbase.com/en/products/two_knights_defence,,27.27,,45,https://shop.chessbase.com/en/pics/bp_4299
1.d4 - a classical repertoire for White,Lubomir Ftacnik,FritzTrainer,https://shop.chessbase.com/en/products/1d4-a_classical_repertoire_for_white,,27.67,,,https://shop.chessbase.com/en/pics/bp_5761
Black Repertoire against 1.e4 Vol. 2: Open Games,Jan Gustafsson,FritzTrainer,https://shop.chessbase.com/en/products/gustafsson_vol2_open_games,"//youtube.com/embed/fi24iHc4M0g,//youtube.com/embed/VFBA8i0Mb7M",32.63,,,https://shop.chessbase.com/en/pics/bp_5857
The ABC of Chess Openings - 2nd Edition,Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/the_abc_of_chess_openings-2nd_edition,,27.27,,09,https://shop.chessbase.com/en/pics/bp_4247
The Queen’s Gambit Declined Exchange Variation,Nigel Davies,FritzTrainer,https://shop.chessbase.com/en/products/the_queens_gambit_declined_exchange_variation,,27.27,4,,https://shop.chessbase.com/en/pics/bp_4262
The ABC of the Vienna,Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/the_abc_of_the_vienna,,27.27,3,42,https://shop.chessbase.com/en/pics/bp_4249
The Gruenfeld Defence,Lubomir Ftacnik,FritzTrainer,https://shop.chessbase.com/en/products/the_gruenfeld_defence,,27.27,7,21,https://shop.chessbase.com/en/pics/bp_4263
The Budapest Gambit,Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/the_budapest_gambit,,27.27,4,20,https://shop.chessbase.com/en/pics/bp_4260
The Philidor Defence,Alexei Shirov,FritzTrainer,https://shop.chessbase.com/en/products/the_philidor_defence,,29.65,,,https://shop.chessbase.com/en/pics/bp_4248
The Sicilian with 3.Bb5,Alexei Shirov,FritzTrainer,https://shop.chessbase.com/en/products/the_sicilian_with_3bb5,,32.63,,,https://shop.chessbase.com/en/pics/bp_4250
A busy person’s opening system,Nigel Davies,FritzTrainer,https://shop.chessbase.com/en/products/a_busy_persons_opening_system,,27.27,4,,https://shop.chessbase.com/en/pics/bp_4278
The ABC of the King‘s Indian 2nd edition,Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/the_abc_of_the_kings_indian_2nd_edition,,27.27,5,60,https://shop.chessbase.com/en/pics/bp_4269
The Scandinavian - The easy way 2nd edition,Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/the_scandinavian-the_easy_way_2nd_edition,,27.27,4,60,https://shop.chessbase.com/en/pics/bp_4270
Unorthodox Chess Openings,Valeri Lilov,FritzTrainer,https://shop.chessbase.com/en/products/lilov_unorthodox_chess_openings,//www.youtube.com/embed/kCByQJ9cUCU,27.67,,16,https://shop.chessbase.com/en/pics/bp_5887
How to play the Najdorf Vol. 3,Garry Kasparov,FritzTrainer,https://shop.chessbase.com/en/products/how_to_play_the_najdorf_vol_3,,39.66,,,https://shop.chessbase.com/en/pics/bp_4142
The ABC of the Leningrad Dutch,Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/the_abc_of_the_leningrad_dutch,,26.76,,10,https://shop.chessbase.com/en/pics/bp_4226
The ABC of the Anti-Dutch,Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/the_abc_of_the_anti-dutch,,26.76,,10,https://shop.chessbase.com/en/pics/bp_4227
The Sicilian Kan Variation,Valeri Lilov,FritzTrainer,https://shop.chessbase.com/en/products/the_sicilian_kan_variation,,27.27,4,29,https://shop.chessbase.com/en/pics/bp_5738
The Queen’s Gambit accepted,Valeri Lilov,FritzTrainer,https://shop.chessbase.com/en/products/the_queens_gambit_accepted,,27.27,,23,https://shop.chessbase.com/en/pics/bp_5739
The closed Sicilian,Nigel Davies,FritzTrainer,https://shop.chessbase.com/en/products/the_closed_sicilian,,26.76,,,https://shop.chessbase.com/en/pics/bp_4237
Albin’s Countergambit,Rustam Kasimdzhanov,FritzTrainer,https://shop.chessbase.com/en/products/albins_countergambit,,29.74,,,https://shop.chessbase.com/en/pics/bp_4196
The Scheveningen Sicilian,Lubomir Ftacnik,FritzTrainer,https://shop.chessbase.com/en/products/the_scheveningen_sicilian,,26.76,7,,https://shop.chessbase.com/en/pics/bp_4240
The ABC of the Sicilian Dragon,Andrew Martin,FritzTrainer,https://shop.chessbase.com/en/products/the_abc_of_the_sicilian_dragon,,26.76,,10,https://shop.chessbase.com/en/pics/bp_4229
